id,national_code,title,tga_status,state_code,nominal_hours
870,CUADTM408,Teach Cecchetti Ballet method at introductory level,Current,WI096,40
871,CUADTM409,Teach Cecchetti Ballet method at junior level,Current,WI097,40
872,CUADTM410,Teach Cecchetti Ballet method at intermediate level,Current,WI098,40
873,CUADTM411,Teach basic dance technique,Current,WI099,75
874,CUADTM501,Maintain professional practice as a dance school or studio manager,Current,WI100,70
875,CUADTM502,Teach medium level classical ballet dance technique,Current,WI101,70
876,CUADTM503,Teach medium level jazz dance technique,Current,WI102,70
877,CUADTM504,Teach medium level contemporary dance technique,Current,WI103,70
878,CUADTM505,Teach medium level tap dance technique,Current,WI104,70
879,CUADTM506,Teach medium level cultural dance technique,Current,WI105,70
880,CUADTM507,Teach classical ballet pointe technique,Current,WI106,50
881,CUADTM508,Refine dance teaching methodologies,Current,WI107,60
882,CUADTM509,Refine professional practice as a dance teacher,Current,WI108,40
883,CUADTM510,Develop teaching programs for the Advanced 1 level of the Cecchetti Ballet method,Current,WI109,85
884,CUADTM511,Teach medium level dance technique,Current,WI110,180
885,CUADTM601,Teach high level classical ballet dance technique,Current,WI111,150
886,CUADTM602,Teach high level jazz dance technique,Current,WI112,150
887,CUADTM603,Teach high level contemporary dance technique,Current,WI113,150
888,CUADTM604,Teach high level tap dance technique,Current,WI114,150
889,CUADTM605,Teach high level cultural dance technique,Current,WI115,150
890,CUADTM606,Teach high level dance technique,Current,WI116,150
891,CUAEVP201,Assist with the staging of public activities and events,Current,AWF50,50
892,CUAEVP202,Provide visitors with venue information and assistance,Current,AWJ08,30
893,CUAEVP401,"Present information on activities, events and public programs",Current,AWF48,40
894,CUAEVP402,Design and develop interpretive displays,Current,AWF47,100
895,CUAEVP403,Install and dismantle exhibition elements,Current,AWF46,40
896,CUAEVP501,Coordinate the installation and dismantling of exhibitions,Current,AWF45,55
897,CUAEVP502,Develop and implement exhibition interpretive strategies,Current,AWF43,100
898,CUAFIM401,Obtain revenue to support operations,Current,AWF44,40
899,CUAFIM501,Source funding for projects,Current,AWJ07,65
900,CUAFOH201,Undertake routine front of house duties,Current,WI117,50
901,CUAFOH202,Usher patrons,Current,WI118,50
902,CUAFOH301,Provide seating and ticketing services,Current,WI119,100
903,CUAFOH302,Monitor entry to venues,Current,WI120,50
904,CUAFOH501,Manage front of house services,Current,WI121,90
905,CUAGLA201,Develop glassworking skills,Current,AWJ05,40
906,CUAGLA301,Produce glasswork,Current,AWJ06,50
907,CUAGLA401,Experiment with techniques to produce glasswork,Current,AWJ04,60
908,CUAGLA501,Refine glassworking techniques,Current,AWJ03,70
909,CUAGLA502,Investigate glassworking materials and processes,Current,AWJ02,100
910,CUAGLA503,Refine kiln cast glass techniques,Current,AWJ01,60
911,CUAGMT301,Repair and maintain production equipment,Current,AWJ00,25
912,CUAGRD301,Prepare files for publication,Current,AWI99,50
913,CUAGRD302,Use typography techniques,Current,AWI97,60
914,CUAGRD401,Research and apply graphic design techniques,Current,AWI96,90
915,CUAGRD501,Research visual communication history and theory,Current,AWI98,50
916,CUAGRD502,Produce graphic designs for 2-D and 3-D applications,Current,AWI95,55
917,CUAGRD503,Produce typographic design solutions,Current,AWI94,55
918,CUAGRD504,Create and manipulate graphics,Current,AWI93,55
919,CUAGRD505,Design and manipulate complex layouts,Current,AWI92,60
920,CUAGRD506,Develop graphic design practice to meet industry needs,Current,AWI91,55
921,CUAGRD601,Engage in the business of graphic design,Current,AWI90,60
922,CUAGRD602,Originate graphic designs for complex briefs,Current,AWI85,60
923,CUAGRD603,Extend typographic design expertise,Current,AWI86,55
924,CUAGRD604,Develop and execute advertising concepts,Current,AWI89,50
925,CUAGRD605,Develop graphic designs for the built environment,Current,AWI88,50
926,CUAGRD606,Develop graphic designs for packaging,Current,AWI87,50
927,CUAGRD607,Develop graphic designs for branding and identity,Current,AWI84,50
928,CUAHAZ401,Perform hazardous action sequences using vehicles,Current,AWI83,80
929,CUAHAZ402,Perform hazardous action sequences involving fights and falls,Current,AWI82,80
930,CUAHAZ403,Perform hazardous action sequences involving natural elements,Current,AWI81,80
931,CUAHAZ404,Perform hazardous action sequences involving animals,Current,AWI80,80
932,CUAHAZ501,Coordinate hazardous action sequences,Current,AWI79,50
933,CUAILL401,Develop and refine illustrative work,Current,AWI78,50
934,CUAILL501,Develop professional illustrations,Current,AWI77,60
935,CUAILL502,Refine illustration techniques,Current,AWI76,60
936,CUAIND201,Develop and apply creative arts industry knowledge,Current,AWI75,20
937,CUAIND202,Develop and apply knowledge of information and cultural services organisations,Current,AWF42,60
938,CUAIND301,Work effectively in the creative arts industry,Current,WI122,50
939,CUAIND302,Develop and maintain relationships with Indigenous Australian performance mentors,Current,WI123,35
940,CUAIND303,Work effectively in the music industry,Current,AWI74,25
941,CUAIND304,Plan a career in the creative arts industry,Current,AWI73,34
942,CUAIND401,Extend expertise in specialist creative fields,Current,WI124,45
943,CUAIND402,Provide freelance services,Current,AWI72,30
944,CUAIND403,Communicate effectively with arts professionals,Current,AWI71,40
945,CUAIND501,Apply music industry knowledge,Current,AWI69,80
946,CUAIND502,Maintain and apply creative arts industry knowledge,Current,AWI70,50
947,CUAIND601,Work professionally in the creative arts industry,Current,WI125,70
948,CUAINN501,Adopt an innovative approach to creating production elements,Current,WI126,150
949,CUAINS601,Realise an installation work,Current,AWI68,30
950,CUAJWL201,Develop jewellery-making skills,Current,AWI67,40
951,CUAJWL301,Produce jewellery,Current,AWI66,70
952,CUAJWL401,Experiment with techniques to produce jewellery,Current,AWI65,70
953,CUALED501,Provide instrumental or vocal tuition,Current,AWI64,34
954,CUALED502,Provide tuition for composition,Current,AWI63,34
955,CUALGT201,Develop basic lighting skills and knowledge,Current,WI127,25
956,CUALGT301,Operate basic lighting,Current,WI128,25
957,CUALGT302,Repair and maintain lighting equipment,Current,WI129,20
958,CUALGT303,Install and test lighting equipment,Current,AWI62,30
959,CUALGT304,Install and operate follow spots,Current,AWI59,20
960,CUALGT305,Operate floor electrics,Current,AWI61,20
961,CUALGT401,Operate complex lighting,Current,WI130,100
962,CUALGT402,Implement lighting designs,Current,AWI60,60
963,CUALGT403,Set up and operate lighting cues and effects,Current,AWI58,30
964,CUALGT501,Realise lighting designs,Current,WI131,100
965,CUALGT502,Manage installation of lighting systems,Current,WI132,100
966,CUALGT503,Manage lighting operations for outdoor events,Current,WI133,100
967,CUALGT504,Develop lighting designs,Current,AWI57,60
968,CUALLN201,Use basic measuring and calculating skills,Current,AWI56,15
969,CUAMCP201,Incorporate technology into music making,Current,AWI54,45
970,CUAMCP301,Compose simple songs or musical pieces,Current,AWI55,30
971,CUAMCP302,Write song lyrics,Current,AWI53,30
972,CUAMCP303,Develop simple musical pieces using electronic media,Current,AWI52,35
973,CUAMCP401,Develop techniques for arranging music,Current,AWI51,34
974,CUAMCP402,Develop techniques for composing music,Current,AWI47,34
975,CUAMCP501,Compose music using electronic media,Current,AWI50,60
976,CUAMCP502,Compose music for screen,Current,AWI49,34
977,CUAMCP503,Prepare compositions for publishing,Current,AWI48,45
978,CUAMCP601,Extend techniques for arranging music,Current,AWI46,60
979,CUAMCP602,Extend techniques for composing music,Current,AWI45,65
980,CUAMGT401,Manage distribution of music and associated products,Current,AWI44,40
981,CUAMGT402,Administer music publishing income,Current,AWI43,35
982,CUAMGT403,Manage licensing and assignment of works,Current,AWI42,34
983,CUAMGT404,Administer artists' royalty income,Current,AWI40,30
984,CUAMGT501,Manage artists and their careers,Current,AWI41,34
985,CUAMGT502,Develop artists and repertoire,Current,AWI39,63
986,CUAMKG301,Assist with marketing and promotion,Current,WI134,40
987,CUAMKG501,Manage the promotion of creative acts,Current,AWI38,35
988,CUAMLT201,Develop and apply musical ideas and listening skills,Current,AWI35,25
989,CUAMLT202,Apply knowledge of music culture to music making,Current,AWI37,25
990,CUAMLT301,Develop and apply aural perception skills,Current,AWI36,45
991,CUAMLT302,Apply knowledge of style and genre to music industry practice,Current,AWI34,40
992,CUAMLT303,Notate music,Current,AWI33,40
993,CUAMLT401,Notate music for performance,Current,AWI31,35
994,CUAMLT402,Articulate ideas about music,Current,AWI32,40
995,CUAMLT403,Develop skills in analysis of functional harmony,Current,AWI30,55
996,CUAMLT501,Refine aural perception skills,Current,AWI29,60
997,CUAMLT502,Apply concepts of music and society to professional practice,Current,AWI28,40
998,CUAMLT601,Analyse music,Current,AWI27,63
999,CUAMLT602,Analyse harmony,Current,AWI26,90
1000,CUAMPF101,Develop skills to play or sing music,Current,AWI25,63
1001,CUAMPF102,Develop ensemble skills to perform simple musical parts,Current,AWI24,70
1002,CUAMPF201,Play or sing simple musical pieces,Current,AWI23,63
1003,CUAMPF202,Incorporate music technology into performance,Current,AWI22,34
1004,CUAMPF203,Develop ensemble skills for playing or singing music,Current,AWI21,45
1005,CUAMPF204,Play or sing music from simple written notation,Current,AWI19,30
1006,CUAMPF301,Develop technical skills in performance,Current,AWI20,20
1007,CUAMPF302,Prepare for performances,Current,AWI18,35
1008,CUAMPF303,Contribute to backup accompaniment,Current,AWI16,34
1009,CUAMPF304,Make a music demo,Current,AWI14,40
1010,CUAMPF305,Develop improvisation skills,Current,AWI17,34
1011,CUAMPF401,Rehearse music for group performances,Current,AWI15,80
1012,CUAMPF402,Develop and maintain stagecraft skills,Current,AWI12,63
1013,CUAMPF403,Develop repertoire as part of a backup group,Current,AWI13,60
1014,CUAMPF404,Perform music as part of a group,Current,AWI11,63
1015,CUAMPF405,Develop instrumental techniques,Current,AWI10,34
1016,CUAMPF406,Perform music as a soloist,Current,AWI09,63
1017,CUAMPF407,Develop vocal techniques,Current,AWI08,40
1018,CUAMPF408,Develop performance techniques on a second instrument,Current,AWI07,40
1019,CUAMPF409,Perform music using digital media,Current,AWI06,40
1020,CUAMPF410,Perform music from written notation,Current,AWI05,63
1021,CUAMPF501,Prepare a program for performance,Current,AWI03,63
1022,CUAMPF502,Incorporate interactive technology into performance,Current,AWI02,60
1023,CUAMPF503,Perform accompaniment,Current,AWI04,34
1024,CUAMPF504,Perform improvisation for audiences,Current,AWI01,34
1025,CUAMPF505,Develop technical skills and expand repertoire,Current,AWI00,80
1026,CUAMPF506,Present live audition programs,Current,AWH99,70
1027,CUAMPF507,Provide musical leadership in performance,Current,AWH95,34
1028,CUAMPF601,Present a music performance,Current,AWH98,63
1029,CUAMPF602,Manage stagecraft aspects of performances,Current,AWH97,65
1030,CUAMPF603,Refine performance techniques and expand repertoire,Current,AWH96,65
1031,CUAMPF604,Extend improvisation techniques,Current,AWH94,65
1032,CUAMPF605,Develop advanced vocal techniques,Current,AWH93,65
1033,CUAMPF606,Conduct musical performances,Current,AWH91,51
1034,CUAMPF607,Lead music rehearsals,Current,AWH90,63
1035,CUAMUP301,Prepare personal appearance for performances,Current,WI135,20
1036,CUAMUP401,"Design, apply and remove make-up",Current,AWH89,160
1037,CUAMUP402,Maintain make-up and hair continuity,Current,AWH88,160
1038,CUAMUP403,Style hair for performances or productions,Current,AWH87,60
1039,CUAMUP404,Style wigs and hairpieces for performances or productions,Current,AWH86,120
1040,CUAMUP501,Apply theatrical make-up and hairstyles,Current,WI136,35
1041,CUAMUP502,Design and apply specialised make-up,Current,AWH92,65
1042,CUAMUP503,Design and apply special make-up effects,Current,AWH85,60
1043,CUAMUP504,Create prosthetics for special make-up effects,Current,AWH84,110
1044,CUAPAI201,Develop painting skills,Current,AWH83,40
1045,CUAPAI301,Produce paintings,Current,AWH81,50
1046,CUAPAI401,Experiment with techniques to produce paintings,Current,AWH82,60
1047,CUAPAI501,Refine painting techniques,Current,AWH80,50
1048,CUAPAI502,Investigate painting materials and processes,Current,AWH79,45
1049,CUAPER401,Experiment with techniques to produce performance art,Current,AWH78,40
1050,CUAPHI301,Develop and apply photo imaging industry knowledge,Current,AWH77,15
1051,CUAPHI302,Capture photographic images,Current,AWH76,50
1052,CUAPHI303,Process photo images to work-print and file stage,Current,AWH75,60
1053,CUAPHI304,Process colour materials in a wet darkroom context,Current,AWH74,60
1054,CUAPHI305,Use wet darkroom techniques to produce monochrome photographs,Current,AWH72,40
1055,CUAPHI401,Capture images in response to a brief,Current,AWH73,60
1056,CUAPHI402,Apply photo imaging lighting techniques,Current,AWH71,100
1057,CUAPHI403,"Enhance, manipulate and output photo images",Current,AWH70,80
1058,CUAPHI501,Apply visual communication theory to photo imaging practice,Current,AWH69,50
1059,CUAPHI502,Research and apply photo imaging trends,Current,AWH68,50
1060,CUAPHI503,Explore the descriptive and emotive nature of photo lighting,Current,AWH67,80
1061,CUAPHI504,Employ specialised imaging technologies,Current,AWF41,50
1062,CUAPHI505,Produce commercial photo images,Current,AWH66,80
1063,CUAPHI506,Provide photographic portrait services,Current,AWH65,50
1064,CUAPHI507,Produce media photo images,Current,AWH64,50
1065,CUAPHI508,Provide wedding photo imaging services,Current,AWH63,50
1066,CUAPHI509,Plan and produce visual art photo images,Current,AWH61,50
1067,CUAPHI510,Produce technical photo images,Current,AWH62,80
1068,CUAPHI511,Make illustrative photo images for publication and display,Current,AWH60,50
1069,CUAPHI512,Plan and produce stock photo images,Current,AWH59,50
1070,CUAPHI513,Employ colour management in a digital imaging workplace,Current,AWH58,50
1071,CUAPHI514,Prepare digital images for pre-press processing,Current,AWH57,50
1072,CUAPOS201,Perform basic vision and sound editing,Current,AWF40,50
1073,CUAPOS401,Edit screen content for fast turnaround,Current,AWF39,50
1074,CUAPOS402,Manage media assets,Current,AWF38,50
1075,CUAPOS501,Edit complex screen productions,Current,AWH56,60
1076,CUAPOS502,Perform primary and secondary colour correction,Current,AWH55,55
1077,CUAPPM301,Assist with designing performance spaces,Current,WI137,20
1078,CUAPPM302,Plan and prepare program content,Current,AWH54,60
1079,CUAPPM401,Contribute to the organisation of productions,Current,WI138,50
1080,CUAPPM402,Coordinate production operations,Current,WI139,30
1081,CUAPPM403,Coordinate touring arrangements,Current,WI140,140
1082,CUAPPM404,Produce programs and program segments,Current,AWH53,60
1083,CUAPPM405,Schedule radio playlists,Current,AWH52,25
1084,CUAPPM406,Coordinate film and media production services and resources,Current,AWH51,50
1085,CUAPPM407,Create storyboards,Current,AWH49,60
1086,CUAPPM408,Floor manage studio shoots,Current,AWH50,40
1087,CUAPPM409,Organise production locations,Current,AWH48,30
1088,CUAPPM410,Coordinate continuity,Current,AWH47,30
1089,CUAPPM411,Compile production schedules,Current,AWH46,60
1090,CUAPPM412,Organise and facilitate rehearsals,Current,AWH45,30
1091,CUAPPM501,Manage small-scale live productions,Current,WI141,90
1092,CUAPPM502,Realise productions,Current,WI142,250
1093,CUAPPM503,Incorporate creative and technical needs into management processes,Current,WI143,150
1094,CUAPPM504,Manage bump in and bump out of shows,Current,WI144,150
1095,CUAPPM505,"Develop, implement and monitor program schedules",Current,AWH44,40
1096,CUAPPM506,Write pre-production safety reports,Current,AWH43,10
1097,CUAPPM507,Manage safety aspects of screen productions,Current,AWH42,50
1098,CUAPPM508,Manage locations for film and media productions,Current,AWH41,60
1099,CUAPPM601,Manage pre-production for shows and events,Current,WI145,150
1100,CUAPPM602,Manage construction workshop operations,Current,WI146,30
1101,CUAPPM603,Plan and manage film and media pre-production,Current,AWH40,60
1102,CUAPPM604,Plan and manage film and media post-production,Current,AWH39,50
1103,CUAPPR101,Use ideas and techniques to develop creative work,Current,AWH38,40
1104,CUAPPR201,Make simple creative work,Current,AWH37,40
1105,CUAPPR202,Participate in planning process for proposed artwork sites,Current,AWH36,20
1106,CUAPPR203,Store finished creative work,Current,AWH35,20
1107,CUAPPR301,Produce creative work,Current,AWH34,40
1108,CUAPPR302,Document the creative work progress,Current,AWH33,20
1109,CUAPPR304,Participate in collaborative creative projects,Current,AWH32,45
1110,CUAPPR401,Realise a creative project,Current,AWH31,55
1111,CUAPPR402,Select sites for creative projects and plan work,Current,AWH30,20
1112,CUAPPR403,Store and maintain finished creative work,Current,AWH29,10
1113,CUAPPR404,Develop self as artist,Current,AWH28,20
1114,CUAPPR405,Develop and discuss ideas for own creative work,Current,AWH27,30
1115,CUAPPR406,Plan work space,Current,AWH26,10
1116,CUAPPR407,Select and prepare creative work for exhibition,Current,AWH25,10
1117,CUAPPR501,Realise a body of creative work,Current,AWH24,70
1118,CUAPPR502,Develop own sustainable professional practice,Current,AWH22,30
1119,CUAPPR503,Present a body of own creative work,Current,AWH23,55
1120,CUAPPR504,Establish and maintain environmentally sustainable creative practice,Current,AWH21,25
1121,CUAPPR505,Establish and maintain safe creative practice,Current,AWH20,25
1122,CUAPPR601,Originate a body of independent creative work,Current,AWH19,70
1123,CUAPPR602,Collaborate in professional creative projects,Current,AWH18,45
1124,CUAPPR603,Engage in the business of creative practice,Current,AWH17,65
1125,CUAPPR604,Publicly present a body of own creative work,Current,AWH16,55
1126,CUAPPR605,Evolve ideas for professional creative work,Current,AWH15,45
1127,CUAPPR606,Extend expertise in a specialised art form to professional level,Current,AWH14,70
1128,CUAPRE401,Implement preventive conservation activities,Current,AWF37,40
1129,CUAPRF201,Prepare for performances,Current,WI147,35
1130,CUAPRF301,Create and tell stories,Current,WI148,25
1131,CUAPRF304,Develop audition techniques,Current,WI149,25
1132,CUAPRF305,"Perform in ways that respect customary law, ethics and traditions",Current,WI150,20
1133,CUAPRF306,Develop musical theatre techniques,Current,WI151,30
1134,CUAPRF307,Develop performance techniques,Current,WI152,35
1135,CUAPRF402,Develop conceptual and expressive skills as a performer,Current,WI153,40
1136,CUAPRF403,Use a range of performance techniques,Current,WI154,45
1137,CUAPRF404,Refine movement skills for performance,Current,WI155,50
1138,CUAPRF405,Rehearse technique for performance,Current,WI156,60
1139,CUAPRF406,Use technique in performance,Current,WI157,40
1140,CUAPRF407,Develop expertise in musical theatre techniques,Current,WI158,50
1141,CUAPRF408,Perform solo in a musical theatre context,Current,WI159,45
1142,CUAPRF409,Perform in a musical theatre ensemble,Current,WI160,45
1143,CUAPRF410,Develop on-camera performance skills,Current,WI161,45
1144,CUAPRF501,Refine performance techniques,Current,WI162,95
1145,CUAPRF503,Prepare for performances in a competitive environment,Current,WI163,35
1146,CUAPRF504,Refine musical theatre techniques,Current,WI164,85
1147,CUAPRF601,Extend musical theatre performance techniques to a professional level,Current,WI165,150
1148,CUAPRI201,Develop printmaking skills,Current,AWH13,40
1149,CUAPRI301,Produce prints,Current,AWH12,50
1150,CUAPRI401,Experiment with techniques to produce prints,Current,AWH11,60
1151,CUAPRI501,Refine printmaking techniques,Current,AWH10,65
1152,CUAPRI502,Investigate printmaking materials and processes,Current,AWH09,70
1153,CUAPRP201,Develop basic prop construction skills,Current,WI166,20
1154,CUAPRP202,"Repair, maintain and alter props",Current,AWH08,15
1155,CUAPRP301,Assemble and maintain props,Current,AWH07,20
1156,CUAPRP401,Coordinate props,Current,WI167,70
1157,CUAPRP402,Use casting and moulding techniques to make props,Current,WI168,50
1158,CUAPRP403,Make props using mixed media,Current,WI169,50
1159,CUAPRP404,Make prop furniture,Current,WI170,100
1160,CUAPRP405,Construct mechanical props,Current,WI171,100
1161,CUAPRP501,Design props,Current,WI172,15
1162,CUAPRP502,Develop prop construction plans,Current,WI173,50
1163,CUAPUA501,Create works of art for public spaces,Current,AWH06,60
1164,CUAPUA601,Realise a public art project,Current,AWH05,80
1165,CUAPUR501,Establish and manage recording contracts,Current,AWH04,40
1166,CUAPYR401,Manage health and safety requirements at fireworks displays,Current,WI174,50
1167,CUAPYR402,Operate outdoor fireworks displays,Current,WI175,70
1168,CUAPYR403,Plan outdoor fireworks displays,Current,WI176,50
1169,CUAPYR404,Operate close proximity fireworks displays,Current,WI177,60
1170,CUAPYR405,Plan close proximity fireworks displays,Current,WI178,45
1171,CUARES201,Collect and organise content for broadcast or publication,Current,AWH03,30
1172,CUARES202,Source and use information relevant to own arts practice,Current,AWH01,30
1173,CUARES301,Apply knowledge of history and theory to own arts practice,Current,AWH02,60
1174,CUARES401,Research dance concepts,Current,WI179,50
1175,CUARES402,Conduct research,Current,AWH00,30
1176,CUARES403,Research history and theory to inform own arts practice,Current,AWG99,60
1177,CUARES501,Refine conceptual understanding of dance,Current,WI180,40
1178,CUARES502,Critique cultural works,Current,AWG98,50
1179,CUARES503,Analyse cultural history and theory,Current,AWG97,60
1180,CUARES601,Research and apply concepts of live performance practice,Current,WI181,65
1181,CUARES602,Extend cultural research expertise,Current,AWG96,45
1182,CUASCE201,Develop basic scenic art skills,Current,WI182,20
1183,CUASCE202,Prepare and prime scenic art cloths,Current,AWG95,25
1184,CUASCE203,"Repair, maintain and alter scenic art",Current,AWG94,15
1185,CUASCE301,Paint scenic art elements,Current,WI183,120
1186,CUASCE401,Create special effects for scenic art,Current,WI184,60
1187,CUASCU201,Develop sculptural skills,Current,AWG93,40
1188,CUASCU301,Produce sculpture,Current,AWG92,50
1189,CUASCU401,Experiment with techniques to produce sculpture,Current,AWG91,60
1190,CUASCU501,Refine sculptural techniques,Current,AWG90,100
1191,CUASCU502,Investigate sculptural materials and processes,Current,AWG89,90
1192,CUASET201,Develop basic skills in set construction,Current,WI185,140
1193,CUASET301,Construct soft scenery,Current,WI186,30
1194,CUASET302,Assemble and maintain sets,Current,AWG88,60
1195,CUASET401,Make sets,Current,WI187,60
1196,CUASET402,Construct mechanical sets,Current,WI188,100
1197,CUASET501,Design sets,Current,WI189,15
1198,CUASET502,Develop set construction plans,Current,WI190,100
1199,CUASFX301,Maintain and repair special effects items,Current,AWG87,50
1200,CUASFX401,Create special effects items,Current,AWG86,50
1201,CUASFX402,Coordinate the logistics of special effects operations,Current,AWG85,20
1202,CUASMT301,Work effectively backstage during performances,Current,WI191,90
1203,CUASMT401,Assist in stage managing performances,Current,WI192,50
1204,CUASMT402,Assist in stage managing creative rehearsals,Current,WI193,50
1205,CUASMT403,Develop and implement production work plans,Current,WI194,60
1206,CUASMT501,Stage manage productions and events,Current,WI195,120
1207,CUASMT502,Call performances,Current,WI196,100
1208,CUASMT503,Develop and maintain production documents,Current,WI197,100
1209,CUASMT504,Manage audition support services,Current,WI198,45
1210,CUASMT505,Manage plotting sessions,Current,WI199,150
1211,CUASMT506,Plot and manage cues from musical scores,Current,WI200,90
1212,CUASMT601,Stage manage creative rehearsals,Current,WI201,70
1213,CUASMT602,Stage manage performances,Current,WI202,90
1214,CUASMT603,Stage manage technical and dress rehearsals,Current,WI203,70
1215,CUASOU201,Develop basic audio skills and knowledge,Current,WI204,40
1216,CUASOU202,Perform basic sound editing,Current,AWF36,60
1217,CUASOU203,Assist with sound recordings,Current,AWG84,35
1218,CUASOU204,Mix sound in a broadcasting environment,Current,AWG83,20
1219,CUASOU301,Undertake live audio operations,Current,WI205,80
1220,CUASOU302,Compile and replay audio material,Current,WI206,50
1221,CUASOU303,Repair and maintain audio equipment,Current,WI207,40
1222,CUASOU304,Prepare audio assets,Current,AWG82,30
1223,CUASOU305,Compile audio material for broadcast,Current,AWG80,50
1224,CUASOU306,Operate sound reinforcement systems,Current,AWG81,40
1225,CUASOU307,Record and mix a basic music demo,Current,AWG79,40
1226,CUASOU308,Install and disassemble audio equipment,Current,AWG78,40
1227,CUASOU309,Restore audio tracks,Current,AWG77,35
1228,CUASOU310,Analyse soundtracks,Current,AWG76,34
1229,CUASOU311,Mix music in a studio environment,Current,AWG75,55
1230,CUASOU401,Mix live audio,Current,WI208,140
1231,CUASOU402,Manage audio input sources,Current,WI209,30
1232,CUASOU403,Manage audio system control networks,Current,WI210,120
1233,CUASOU404,Manage wireless audio operations,Current,WI211,40
1234,CUASOU405,Record sound,Current,AWG74,60
1235,CUASOU406,Develop and implement sound plans,Current,AWG73,34
1236,CUASOU407,Edit sound,Current,AWF35,65
1237,CUASOU408,Edit dialogue,Current,AWG71,40
1238,CUASOU409,Mix recorded music,Current,AWG72,50
1239,CUASOU410,Record sound on location,Current,AWG70,35
1240,CUASOU411,Coordinate sound recording operations on location,Current,AWG69,35
1241,CUASOU501,Manage audio operations for outdoor events,Current,WI212,60
1242,CUASOU502,Manage the operation of stage monitor systems,Current,WI213,70
1243,CUASOU503,Develop sound designs,Current,AWG68,51
1244,CUASOU504,Produce sound recordings,Current,AWG66,92
1245,CUASOU505,Implement sound designs,Current,AWG67,51
1246,CUASOU506,Create a final sound balance,Current,AWG65,80
1247,CUASOU507,Compile music for soundtracks,Current,AWG64,34
1248,CUASOU601,Manage production of sound designs,Current,AWG63,50
1249,CUASOU602,Manage production of sound recordings,Current,AWG62,40
1250,CUASTA201,Develop basic staging skills,Current,WI214,20
1251,CUASTA202,Assist with bump in and bump out of shows,Current,WI215,80
1252,CUASTA301,Assist with production operations for live performances,Current,WI216,30
1253,CUASTA302,Install staging elements,Current,WI217,80
1254,CUASTA303,Operate staging elements,Current,WI218,90
1255,CUASTA304,Maintain physical production elements,Current,WI219,45
1256,CUASTA401,Operate show control systems,Current,WI220,45
1257,CUASTA402,Install and uninstall specialist staging equipment,Current,WI221,70
1258,CUASTA403,Operate flying systems,Current,WI222,90
1259,CUASTA501,Manage specialist staging operations,Current,WI223,45
1260,CUASTA502,Manage show control operations,Current,WI224,45
1261,CUATEX201,Develop skills in textile work,Current,AWG61,50
1262,CUATEX301,Produce textile work,Current,AWG60,50
1263,CUATEX401,Experiment with techniques to produce textile work,Current,AWG58,70
1264,CUATEX501,Refine techniques for textile work,Current,AWG59,80
1265,CUATEX502,Investigate materials and processes for textile work,Current,AWG57,70
1266,CUAVOS301,Use music and singing in performance,Current,WI225,30
1267,CUAVOS302,Develop vocal techniques for use in performance,Current,WI226,30
1268,CUAVOS401,Develop singing techniques for musical theatre,Current,WI227,60
1269,CUAVOS402,Develop specialist singing techniques for musical theatre repertoire,Current,WI228,60
1270,CUAVOS403,Develop vocal techniques for musical theatre,Current,WI229,60
1271,CUAVSS201,Develop basic vision system skills,Current,WI230,20
1272,CUAVSS301,Install and test vision systems,Current,WI231,55
1273,CUAVSS302,Operate vision systems,Current,WI232,75
1274,CUAVSS303,Repair and maintain vision system equipment,Current,WI233,55
1275,CUAVSS401,Operate complex vision systems,Current,WI234,80
1276,CUAVSS501,Design vision systems,Current,WI235,100
1277,CUAVSS502,Implement vision system designs,Current,WI236,90
1278,CUAWHS101,Follow safe dance practices,Current,WI237,60
1279,CUAWHS201,Develop a basic level of physical condition for dance performance,Current,WI238,40
1280,CUAWHS301,Condition the body for dance performance,Current,WI239,60
1281,CUAWHS302,Apply work health and safety practices,Current,AWG56,20
1282,CUAWHS401,Apply movement and behavioural principles to physical conditioning,Current,WI240,60
1283,CUAWHS402,Participate in gym and weight training for performances,Current,WI241,50
1284,CUAWHS403,Incorporate anatomy and nutrition principles into skill development,Current,WI242,60
1285,CUAWHS404,Apply the Alexander technique in performance,Current,WI243,35
1286,CUAWHS501,Maintain a high level of fitness for performance,Current,WI244,80
1287,CUAWHS601,Apply advanced gym and weight training to ballet,Current,WI245,70
1288,CUAWHS602,Develop techniques for maintaining resilience in a competitive environment,Current,WI246,50
1289,CUAWOO201,Develop woodworking skills,Current,AWG55,40
1290,CUAWOO301,Produce wood objects,Current,AWG54,50
1291,CUAWOO401,Experiment with techniques to produce wood objects,Current,AWG53,60
1292,CUAWOO501,Refine woodworking techniques,Current,AWG52,90
1293,CUAWOO502,Investigate woodworking materials and processes,Current,AWG51,80
1294,CUAWOR301,Document equipment installation requirements,Current,WI247,15
1295,CUAWRT301,Write content for a range of media,Current,AWG50,50
1296,CUAWRT302,Write simple stories,Current,AWG49,30
1297,CUAWRT401,Edit texts,Current,AWF34,30
1298,CUAWRT402,Write extended stories,Current,AWF33,40
1299,CUAWRT403,"Write narration and material for current affairs, features and documentaries",Current,AWG48,50
1300,CUAWRT501,Write about dance,Current,WI248,40
1301,CUAWRT502,Develop storylines and treatments,Current,AWG47,50
1302,CUAWRT503,Write about music,Current,AWG46,51
1303,CUAWRT601,Write scripts,Current,AWG45,50
